node_idx,split,test_propensity,selected_testlike_val
141,test,0.42829078,False
142,train,0.0023171874,False
143,train,0.0035764643,False
144,train,0.5335021,True
145,train,0.35943294,False
146,train,0.0028191833,False
147,train,0.54459673,True
148,train,0.33503348,False
149,train,0.47407612,False
150,train,0.40178272,False
151,train,0.0033068499,False
152,test,0.89535576,False
153,test,0.43309402,False
154,train,0.0031568413,False
155,train,0.5130636,True
156,train,0.45049086,False
157,train,0.0030895337,False
158,train,0.4135238,False
159,train,0.0034453846,False
160,test,0.5992203,False
161,test,0.29547784,False
162,train,0.002974913,False
163,train,0.39054513,False
164,train,0.3825492,False
165,test,0.21362332,False
166,train,0.0035530564,False
167,test,0.48534012,False
168,train,0.0034038879,False
169,train,0.28244746,False
170,train,0.45071855,False
171,train,0.003291739,False
172,train,0.0030273998,False
173,train,0.37823108,False
174,train,0.0033087328,False
175,train,0.0030219278,False
176,train,0.42612013,False
177,test,0.53467256,False
178,train,0.003554832,False
179,train,0.3188672,False
180,train,0.46400747,False
181,test,0.42997798,False
182,train,0.35539967,False
183,train,0.3815047,False
184,train,0.6262946,True
185,train,0.003457033,False
186,train,0.0029899497,False
187,test,0.5162413,False
188,test,0.4385637,False
189,train,0.50022286,True
190,train,0.45597783,False
191,train,0.51358545,True
192,train,0.19070914,False
193,train,0.43253428,False
194,train,0.33217528,False
195,test,0.99707615,False
196,test,0.377749,False
197,train,0.5028666,True
198,train,0.55178654,True
199,train,0.39345714,False
200,test,0.3975858,False
201,train,0.0029971777,False
202,train,0.47700837,False
203,train,0.33150524,False
204,train,0.42883113,False
205,train,0.38043225,False
206,train,0.41096547,False
207,train,0.5579775,True
208,train,0.4902185,False
209,train,0.31814542,False
210,train,0.34374607,False
211,train,0.35632524,False
212,train,0.43602997,False
213,train,0.46487856,False
214,test,0.4642606,False
215,test,0.9975061,False
216,test,0.55687624,False
217,train,0.5501233,True
218,train,0.35467473,False
219,train,0.0031835546,False
220,test,0.45035478,False
221,train,0.0033621883,False
222,train,0.40760416,False
223,train,0.46434924,False
224,train,0.4956322,False
225,train,0.5202365,True
226,train,0.0034852996,False
227,train,0.52283406,True
228,test,0.32384807,False
229,train,0.0036505514,False
230,test,0.9970509,False
231,train,0.47395277,False
232,train,0.5739638,True
233,test,0.9972605,False
234,train,0.37353697,False
235,train,0.0039322353,False
236,train,0.49501634,False
237,train,0.43908635,False
238,train,0.5282314,True
239,train,0.5389884,True
240,train,0.4252369,False
241,train,0.45804128,False
242,test,0.3544914,False
243,train,0.46713972,False
244,train,0.36623532,False
245,train,0.5286358,True
246,train,0.5317816,True
247,train,0.49994013,True
248,test,0.36071602,False
249,test,0.40962344,False
250,train,0.5252232,True
251,train,0.3979072,False
252,test,0.23644671,False
253,train,0.5043478,True
254,test,0.49303198,False
255,train,0.003400756,False
256,train,0.48784816,False
257,train,0.45543602,False
258,train,0.2439294,False
259,train,0.30958208,False
260,train,0.0040730946,False
261,train,0.34625798,False
262,train,0.0033123135,False
263,train,0.58327824,True
264,train,0.37108433,False
265,test,0.4644219,False
266,train,0.5380924,True
267,test,0.33380353,False
268,train,0.5361595,True
269,train,0.22393462,False
270,train,0.0040444536,False
271,train,0.360981,False
272,train,0.55387455,True
273,train,0.536568,True
274,test,0.3035407,False
275,train,0.5071336,True
276,train,0.37984028,False
277,train,0.0026704313,False
278,test,0.5590775,False
279,train,0.30919722,False
280,test,0.45452178,False
281,train,0.54275626,True
282,train,0.41735905,False
283,train,0.21583617,False
284,train,0.0032021475,False
285,train,0.5411402,True
286,train,0.20843323,False
287,train,0.0031234312,False
288,train,0.003404075,False
289,test,0.42777473,False
290,train,0.54539436,True
291,train,0.4567778,False
292,train,0.0031507085,False
293,train,0.37646845,False
294,test,0.42503312,False
295,train,0.533406,True
296,train,0.4482896,False
297,train,0.36756188,False
298,train,0.4334061,False
299,train,0.45539892,False
300,train,0.4264107,False
301,test,0.9976059,False
302,train,0.22353421,False
303,train,0.48360762,False
304,train,0.4305716,False
305,test,0.50519824,False
306,train,0.53393185,True
307,train,0.3593527,False
308,train,0.4508951,False
309,test,0.99718,False
310,test,0.53832674,False
311,train,0.49779823,False
312,train,0.0034365626,False
313,train,0.50406086,True
314,train,0.47078544,False
315,train,0.5005993,True
316,test,0.38585895,False
317,test,0.63306826,False
318,train,0.39885205,False
319,train,0.0033293075,False
320,train,0.43653587,False
321,train,0.4073484,False
322,train,0.3288027,False
323,test,0.9966495,False
324,train,0.45106307,False
325,test,0.46322656,False
326,train,0.0038228703,False
327,train,0.4833463,False
328,train,0.0039847293,False
329,test,0.6291606,False
330,train,0.23529834,False
331,train,0.002697519,False
332,train,0.003384339,False
333,train,0.5515449,True
334,train,0.2729804,False
335,train,0.5309616,True
336,test,0.4154077,False
337,test,0.4791779,False
338,train,0.003347974,False
339,train,0.408959,False
340,test,0.5050264,False
341,train,0.0029889527,False
342,train,0.4342342,False
343,train,0.44329864,False
344,train,0.48362592,False
345,train,0.5359249,True
346,train,0.3393864,False
347,train,0.28782126,False
348,test,0.28712845,False
349,train,0.47195303,False
350,train,0.47835493,False
351,train,0.24552022,False
352,train,0.40645075,False
353,train,0.5160759,True
354,train,0.3928189,False
355,train,0.31045985,False
356,train,0.35744858,False
357,train,0.45098287,False
358,train,0.22654685,False
359,train,0.0024369045,False
360,train,0.3655691,False
361,train,0.42477491,False
362,train,0.47408313,False
363,train,0.35111567,False
364,train,0.003556001,False
365,train,0.4502317,False
366,train,0.54523313,True
367,test,0.4455462,False
368,train,0.0036073737,False
369,train,0.41541764,False
370,test,0.48403245,False
371,train,0.43533102,False
372,train,0.0031418046,False
373,train,0.47563326,False
374,train,0.003365126,False
375,train,0.47869045,False
376,train,0.47185048,False
377,train,0.0036736683,False
378,train,0.0026434297,False
379,train,0.46951047,False
380,train,0.52685195,True
381,train,0.4445412,False
382,test,0.42499557,False
383,train,0.47390816,False
384,test,0.40246013,False
385,train,0.32000116,False
386,train,0.4856014,False
387,train,0.34617567,False
388,train,0.45634747,False
389,train,0.46913558,False
390,train,0.004275003,False
391,train,0.48724854,False
392,train,0.53927326,True
393,test,0.4003074,False
394,train,0.5515428,True
395,train,0.3946689,False
396,train,0.002948247,False
397,train,0.4389747,False
398,train,0.43496734,False
399,train,0.47466835,False
400,train,0.48480842,False
401,train,0.53439564,True
402,train,0.28649282,False
403,train,0.45736992,False
404,train,0.4900031,False
405,train,0.5299958,True
406,train,0.0028814292,False
407,test,0.57859856,False
408,test,0.49425685,False
409,train,0.003195625,False
410,train,0.27283975,False
411,train,0.44979787,False
412,train,0.49098986,False
413,train,0.5045287,True
414,train,0.49493605,False
415,train,0.003334269,False
416,train,0.875551,True
417,test,0.9693827,False
418,test,0.9969837,False
419,test,0.41861024,False
420,train,0.4463662,False
421,train,0.5740548,True
422,train,0.41615066,False
423,train,0.5271903,True
424,train,0.52329725,True
425,test,0.32756627,False
426,train,0.32076785,False
427,train,0.0030146346,False
428,train,0.48235145,False
429,train,0.47724956,False
430,test,0.46844697,False
431,train,0.48502228,False
432,train,0.4502028,False
433,test,0.4481476,False
434,train,0.48437187,False
435,train,0.0036482662,False
436,train,0.31765863,False
437,train,0.0033428138,False
438,train,0.003395457,False
439,train,0.0036589217,False
440,train,0.0030436867,False
441,train,0.47467622,False
442,test,0.5132278,False
443,train,0.5103487,True
444,train,0.0038957554,False
445,train,0.5952385,True
446,test,0.9967017,False
447,test,0.99697316,False
448,train,0.2955597,False
449,train,0.49339026,False
450,test,0.3319448,False
451,test,0.48639908,False
452,test,0.99720263,False
453,train,0.42778486,False
454,train,0.56341314,True
455,train,0.8224513,True
456,test,0.3718343,False
457,train,0.41574624,False
458,train,0.4464972,False
459,train,0.003534617,False
460,train,0.49379316,False
461,train,0.003017161,False
462,train,0.42131376,False
463,train,0.5367989,True
464,train,0.47256434,False
465,train,0.42422178,False
466,test,0.3619001,False
467,train,0.36355665,False
468,test,0.99665064,False
469,train,0.44604027,False
470,train,0.7392183,True
471,train,0.0033670515,False
472,test,0.49128166,False
473,test,0.44586194,False
474,train,0.43203044,False
475,train,0.4876311,False
476,train,0.4426854,False
477,train,0.45095077,False
478,test,0.47542983,False
479,test,0.39670947,False
480,train,0.00367114,False
481,train,0.5281387,True
482,train,0.0041070688,False
483,train,0.43159595,False
484,train,0.0024639145,False
485,train,0.43002507,False
486,train,0.0033487787,False
487,train,0.46560672,False
488,train,0.5843142,True
489,train,0.0037159258,False
490,train,0.43303335,False
491,train,0.37903464,False
492,train,0.0033221075,False
493,train,0.5005268,True
494,train,0.0025288602,False
495,train,0.0037098597,False
496,train,0.36821353,False
497,train,0.36989763,False
498,test,0.42382288,False
499,train,0.0031282129,False
500,train,0.58084816,True
501,train,0.47504348,False
502,train,0.37358975,False
503,test,0.99722964,False
504,train,0.42632037,False
505,train,0.47814694,False
506,train,0.3449869,False
507,train,0.0037776015,False
508,train,0.0030091722,False
509,test,0.22907071,False
510,train,0.0026950424,False
511,train,0.43123075,False
512,train,0.35409054,False
513,train,0.44917113,False
514,train,0.5783564,True
515,train,0.00389238,False
516,test,0.5174541,False
517,train,0.0027804887,False
518,train,0.003672215,False
519,train,0.0041038683,False
520,train,0.421248,False
521,train,0.36100203,False
522,train,0.27265757,False
523,train,0.0033871562,False
524,train,0.3360122,False
525,train,0.55955106,True
526,test,0.39750287,False
527,train,0.5368911,True
528,train,0.5228393,True
529,train,0.34487858,False
530,train,0.5211142,True
531,train,0.41588712,False
532,train,0.58830154,True
533,test,0.59801716,False
534,train,0.0032287352,False
535,train,0.45528743,False
536,train,0.3696938,False
537,train,0.0032348463,False
538,train,0.43805164,False
539,test,0.99594516,False
540,train,0.0029575278,False
541,train,0.003848238,False
542,train,0.0033459,False
543,test,0.5164928,False
544,train,0.4526073,False
545,train,0.48296082,False
546,train,0.51337343,True
547,test,0.43401417,False
548,train,0.5088046,True
549,train,0.44394824,False
550,train,0.5003427,True
551,train,0.45221594,False
552,train,0.00385855,False
553,train,0.35615307,False
554,test,0.552362,False
555,train,0.52430606,True
556,train,0.3522473,False
557,test,0.4122281,False
558,train,0.5459544,True
559,test,0.9971467,False
560,train,0.5020653,True
561,train,0.003424484,False
562,train,0.44298154,False
563,train,0.34141278,False
564,train,0.0031306578,False
565,train,0.44295353,False
566,train,0.40714946,False
567,train,0.48425034,False
568,train,0.47297388,False
569,train,0.0050268862,False
570,test,0.47652423,False
571,test,0.9971163,False
572,train,0.52084225,True
573,train,0.48438457,False
574,train,0.3386861,False
575,train,0.33514017,False
576,train,0.45842665,False
577,train,0.4912523,False
578,train,0.44977272,False
579,train,0.40623778,False
580,test,0.49947998,False
581,train,0.5638464,True
582,train,0.414118,False
583,train,0.62342125,True
584,train,0.0029618244,False
585,train,0.5424431,True
586,train,0.3998208,False
587,train,0.39220038,False
588,train,0.4305744,False
589,train,0.3876326,False
590,test,0.9975228,False
591,train,0.4900399,False
592,test,0.55703807,False
593,train,0.53657305,True
594,train,0.0027430886,False
595,test,0.39947736,False
596,train,0.5478995,True
597,test,0.50735104,False
598,train,0.49869242,True
599,train,0.50649977,True
600,train,0.4409074,False
601,train,0.0038267227,False
602,train,0.46802709,False
603,train,0.44701284,False
604,train,0.4709065,False
605,train,0.0037179454,False
606,test,0.4842292,False
607,train,0.46950546,False
608,train,0.44469377,False
609,train,0.4656931,False
610,train,0.3745785,False
611,train,0.3797103,False
612,train,0.4760865,False
613,train,0.6331085,True
614,train,0.002890141,False
615,train,0.392968,False
616,train,0.45922077,False
617,train,0.47397193,False
618,train,0.4087168,False
619,train,0.36546856,False
620,train,0.0030166616,False
621,train,0.43712983,False
622,train,0.41048178,False
623,test,0.48162603,False
624,train,0.6021826,True
625,train,0.5239175,True
626,train,0.51062036,True
627,train,0.36007053,False
628,test,0.49927282,False
629,train,0.003501141,False
630,train,0.4042341,False
631,train,0.36668283,False
632,train,0.4474268,False
633,train,0.3702972,False
634,test,0.36495873,False
635,train,0.0033284246,False
636,train,0.43841568,False
637,train,0.57602483,True
638,test,0.4931727,False
639,test,0.9968249,False
640,train,0.47482926,False
641,train,0.5388361,True
642,test,0.43766287,False
643,train,0.53166527,True
644,train,0.0038075033,False
645,train,0.0027784,False
646,train,0.003052629,False
647,train,0.43602893,False
648,train,0.5476475,True
649,train,0.4143334,False
650,test,0.504539,False
651,train,0.3771955,False
652,train,0.36332828,False
653,test,0.4103215,False
654,train,0.003284867,False
655,train,0.0035662479,False
656,train,0.45777044,False
657,test,0.571515,False
658,train,0.5170901,True
659,train,0.3729341,False
660,test,0.9973579,False
661,train,0.5033405,True
662,test,0.4800681,False
663,test,0.47234234,False
664,train,0.003335548,False
665,train,0.0032258655,False
666,train,0.00283351,False
667,train,0.3906921,False
668,test,0.42179784,False
669,train,0.27178338,False
670,train,0.0035894222,False
671,train,0.003145897,False
672,train,0.42356545,False
673,train,0.43381298,False
674,test,0.99665946,False
675,train,0.0025617818,False
676,train,0.4299825,False
677,train,0.37962127,False
678,train,0.3423594,False
679,train,0.50077575,True
680,train,0.0034302927,False
681,train,0.4340773,False
682,train,0.48126033,False
683,train,0.3932543,False
684,train,0.41480482,False
685,train,0.31863865,False
686,train,0.42516533,False
687,test,0.38412678,False
688,train,0.5948515,True
689,train,0.41283622,False
690,train,0.4283163,False
691,train,0.5218284,True
692,test,0.3915394,False
693,test,0.50747114,False
694,train,0.61030775,True
695,train,0.3813645,False
696,train,0.0037153037,False
697,train,0.3972889,False
698,train,0.30173868,False
699,train,0.39369497,False
700,train,0.56178766,True
701,train,0.5552267,True
702,train,0.4782509,False
703,train,0.0034057554,False
704,train,0.5356325,True
705,train,0.3905308,False
706,train,0.2863578,False
707,test,0.48271722,False
708,test,0.99713683,False
709,train,0.3963503,False
710,train,0.0031089429,False
711,train,0.2965074,False
712,train,0.49715826,False
713,train,0.0032370186,False
714,train,0.5032462,True
715,train,0.37317565,False
716,train,0.45454094,False
717,train,0.42646784,False
718,train,0.41666678,False
719,train,0.61415774,True
720,train,0.002829118,False
721,train,0.35410607,False
722,train,0.0042748186,False
723,train,0.0037305236,False
724,train,0.47682574,False
725,test,0.3142148,False
726,test,0.44019407,False
727,train,0.42563948,False
728,train,0.48214388,False
729,train,0.3220654,False
730,train,0.5193149,True
731,train,0.5668803,True
732,train,0.43202442,False
733,train,0.44896418,False
734,train,0.47555584,False
735,train,0.0027116232,False
736,train,0.51313406,True
737,train,0.2925337,False
738,train,0.48306695,False
739,train,0.47593436,False
740,train,0.3204091,False
741,train,0.42707297,False
742,train,0.40865937,False
743,test,0.98669684,False
744,train,0.28565955,False
745,train,0.34903407,False
746,train,0.5480094,True
747,test,0.9978523,False
748,train,0.0035637214,False
749,test,0.8108094,False
750,test,0.9946134,False
751,test,0.35924277,False
752,train,0.003365726,False
753,train,0.51831996,True
754,train,0.003401572,False
755,train,0.5653946,True
756,train,0.0036653667,False
757,train,0.50412494,True
758,train,0.49119085,False
759,train,0.29102403,False
760,train,0.47141328,False
761,train,0.51725036,True
762,train,0.45694298,False
763,test,0.55408955,False
764,train,0.39441624,False
765,train,0.46145716,False
766,train,0.56118834,True
767,train,0.44205278,False
768,train,0.5545524,True
769,train,0.5334569,True
770,train,0.43972757,False
771,train,0.0029863867,False
772,train,0.46039125,False
773,train,0.3999382,False
774,test,0.99629,False
775,train,0.003643486,False
776,train,0.0033743116,False
777,train,0.5169379,True
778,train,0.47898948,False
779,train,0.003155416,False
780,test,0.39084867,False
781,test,0.74850285,False
782,test,0.4515527,False
783,train,0.57268566,True
784,train,0.51383245,True
785,train,0.38637853,False
786,test,0.40332124,False
787,train,0.56700164,True
788,train,0.49625695,False
789,test,0.56319064,False
790,train,0.4003056,False
791,train,0.31080896,False
792,train,0.0029989078,False
793,train,0.4917759,False
794,train,0.32776752,False
795,train,0.5488979,True
796,train,0.55477047,True
797,train,0.27323332,False
798,train,0.0030962024,False
799,train,0.39961082,False
800,train,0.0033074336,False
801,train,0.47610155,False
802,train,0.5058088,True
803,train,0.5522289,True
804,train,0.0039472394,False
805,train,0.42498875,False
806,train,0.39930955,False
807,train,0.003530703,False
808,train,0.45287153,False
809,train,0.0033916857,False
810,train,0.38338438,False
811,train,0.323622,False
812,train,0.39690322,False
813,train,0.002886693,False
814,train,0.48834634,False
815,train,0.5142611,True
816,train,0.51716757,True
817,train,0.34831795,False
818,train,0.37730446,False
819,train,0.6803194,True
820,train,0.5597804,True
821,train,0.44803545,False
822,test,0.5548081,False
823,train,0.44787207,False
824,train,0.0031268678,False
825,train,0.4139901,False
826,train,0.5026883,True
827,train,0.0026377845,False
828,train,0.48650572,False
829,train,0.45446607,False
830,test,0.9961432,False
831,train,0.0031222044,False
832,train,0.6171041,True
833,train,0.38768217,False
834,train,0.0021224439,False
835,test,0.9966582,False
836,train,0.0035733532,False
837,test,0.99786174,False
838,train,0.481024,False
839,train,0.4029063,False
840,train,0.0031327773,False
841,train,0.003545342,False
842,train,0.51423836,True
843,test,0.4000942,False
844,train,0.4793309,False
845,train,0.39308843,False
846,train,0.0029504183,False
847,train,0.50908715,True
848,train,0.5869533,True
849,train,0.0033364876,False
850,train,0.40607798,False
851,test,0.29663935,False
852,train,0.47617003,False
853,train,0.0029927215,False
854,train,0.39107215,False
855,train,0.45397168,False
856,train,0.67583877,True
857,test,0.526034,False
858,train,0.53531575,True
859,train,0.32631117,False
860,test,0.4658446,False
861,train,0.4014396,False
862,train,0.26488036,False
863,test,0.99696195,False
864,train,0.002953498,False
865,train,0.44862702,False
866,train,0.44948873,False
867,train,0.33788088,False
868,train,0.29411083,False
869,test,0.9972165,False
870,train,0.53996015,True
871,train,0.42702186,False
872,train,0.39400572,False
873,train,0.40999213,False
874,train,0.43422592,False
875,train,0.0030200158,False
876,train,0.46879813,False
877,train,0.34704322,False
878,train,0.0030461533,False
879,test,0.47981423,False
880,train,0.5003069,True
881,test,0.4537137,False
882,train,0.41119587,False
883,train,0.3857564,False
884,train,0.54313445,True
885,train,0.38557628,False
886,train,0.45533228,False
887,test,0.2865924,False
888,train,0.22220474,False
889,train,0.3048334,False
890,train,0.003377744,False
891,test,0.49722728,False
892,train,0.50211376,True
893,train,0.426195,False
894,train,0.49541017,False
895,train,0.42065695,False
896,train,0.0039303186,False
897,train,0.6158982,True
898,train,0.62617916,True
899,train,0.5058484,True
900,train,0.4925109,False
901,test,0.9968146,False
902,train,0.42763236,False
903,train,0.44027334,False
904,train,0.34146988,False
905,test,0.99709904,False
906,test,0.45636976,False
907,train,0.4652188,False
908,train,0.51349103,True
909,train,0.44170249,False
910,test,0.53723186,False
911,train,0.5671997,True
912,test,0.4672814,False
913,train,0.0020271942,False
914,train,0.51274914,True
915,train,0.0036054286,False
916,train,0.48325896,False
917,train,0.5861828,True
918,train,0.003036483,False
919,train,0.50281316,True
920,train,0.5011007,True
921,train,0.003009742,False
922,test,0.4142277,False
923,test,0.40614957,False
924,test,0.5371177,False
925,test,0.5796274,False
926,train,0.4625916,False
927,train,0.58198494,True
928,test,0.37425423,False
929,train,0.4401776,False
930,train,0.28840423,False
931,train,0.5438602,True
932,train,0.5325627,True
933,train,0.0032747127,False
934,train,0.5358575,True
935,train,0.38984832,False
936,test,0.42941776,False
937,train,0.40266585,False
938,train,0.52853227,True
939,train,0.46478724,False
940,train,0.0025856069,False
941,train,0.35268188,False
942,train,0.54081774,True
943,train,0.51356673,True
944,train,0.40012592,False
945,train,0.5678774,True
946,train,0.55975986,True
947,train,0.3016473,False
948,train,0.0034728427,False
949,train,0.3392546,False
950,train,0.0029870295,False
951,train,0.55058455,True
952,train,0.003997264,False
953,test,0.5170194,False
954,train,0.46581268,False
955,train,0.45418403,False
956,train,0.5773165,True
957,train,0.38753387,False
958,train,0.32640615,False
959,train,0.47886163,False
960,train,0.53310674,True
961,train,0.3415169,False
962,test,0.4614284,False
963,train,0.39906058,False
964,train,0.4187489,False
965,train,0.003210729,False
966,train,0.32493544,False
967,train,0.5221564,True
968,train,0.3669435,False
969,train,0.5409752,True
970,test,0.4444338,False
971,train,0.33822027,False
972,train,0.45592734,False
973,train,0.39671203,False
974,train,0.3750025,False
975,train,0.43527794,False
976,train,0.5188499,True
977,train,0.57421595,True
978,train,0.3708671,False
979,train,0.35443434,False
980,train,0.5145846,True
981,train,0.446443,False
982,test,0.51012963,False
983,test,0.46891546,False
984,train,0.36620575,False
985,train,0.6247792,True
986,test,0.41990393,False
987,train,0.47229388,False
988,train,0.5724714,True
989,train,0.6370151,True
990,train,0.47168761,False
991,train,0.33161163,False
992,train,0.0047516124,False
993,train,0.0026241618,False
994,train,0.29709637,False
995,test,0.99706906,False
996,train,0.0033157568,False
997,train,0.5822668,True
998,train,0.52169585,True
999,test,0.41035444,False
1000,train,0.0035097338,False
1001,train,0.0031457946,False
1002,train,0.5076813,True
1003,train,0.46707073,False
1004,train,0.5228968,True
1005,train,0.47638303,False
1006,test,0.4619532,False
1007,train,0.003609547,False
1008,test,0.32398972,False
1009,test,0.46360353,False
1010,train,0.3259186,False
1011,train,0.0037651402,False
1012,train,0.47453427,False
1013,train,0.41208938,False
1014,train,0.0029163242,False
1015,train,0.0028857926,False
1016,test,0.3468656,False
1017,test,0.9967367,False
1018,train,0.3521217,False
1019,train,0.30259928,False
1020,test,0.4109936,False
1021,train,0.4610191,False
1022,train,0.0033871564,False
1023,train,0.38244402,False
1024,train,0.45977086,False
1025,train,0.00321142,False
1026,train,0.42940906,False
1027,train,0.5436714,True
1028,train,0.34181958,False
1029,train,0.0025799794,False
1030,train,0.45211563,False
1031,train,0.47826192,False
1032,train,0.3161008,False
1033,train,0.49754226,False
1034,test,0.40378127,False
1035,train,0.0034120055,False
1036,test,0.99719733,False
1037,train,0.21967123,False
1038,train,0.5218541,True
1039,train,0.5774634,True
1040,train,0.39553693,False
1041,train,0.42876095,False
1042,train,0.002583933,False
1043,test,0.36471096,False
1044,train,0.40074152,False
1045,train,0.5831286,True
1046,train,0.42274326,False
1047,test,0.9970898,False
1048,train,0.37851974,False
1049,train,0.60858524,True
1050,test,0.29063052,False
1051,train,0.5077547,True
1052,train,0.0041654976,False
1053,test,0.41960567,False
1054,train,0.003473842,False
1055,train,0.5583838,True
1056,test,0.36096522,False
1057,train,0.58810705,True
1058,test,0.4006409,False
1059,train,0.0029436997,False
1060,train,0.0037682937,False
1061,test,0.5470401,False
1062,test,0.46843553,False
1063,train,0.0035756752,False
1064,test,0.42513898,False
1065,train,0.4394405,False
1066,train,0.4311133,False
1067,train,0.50448644,True
1068,train,0.47022077,False
1069,train,0.43970603,False
1070,train,0.7506848,True
1071,train,0.20966262,False
1072,train,0.003188431,False
1073,train,0.30726072,False
1074,train,0.37713578,False
1075,train,0.0034197415,False
1076,test,0.8763549,False
1077,test,0.9968145,False
1078,test,0.5194309,False
1079,test,0.3498172,False
1080,test,0.38350567,False
1081,test,0.7814481,False
1082,test,0.49669766,False
1083,train,0.0034206677,False
1084,train,0.4598783,False
1085,train,0.46987495,False
1086,train,0.46234965,False
1087,train,0.55424756,True
1088,train,0.0036508644,False
1089,train,0.38078287,False
1090,train,0.47666484,False
1091,train,0.4688681,False
1092,train,0.0034273877,False
1093,train,0.35112113,False
1094,test,0.4989771,False
1095,train,0.55993074,True
1096,train,0.47745803,False
1097,train,0.38907287,False
1098,train,0.57478946,True
1099,train,0.34016594,False
1100,train,0.54038596,True
1101,train,0.39045903,False
1102,train,0.49033564,False
1103,test,0.3683778,False
1104,train,0.54092187,True
1105,train,0.4411393,False
1106,train,0.0033200793,False
1107,train,0.0034685123,False
1108,train,0.5460892,True
1109,train,0.5113039,True
1110,train,0.599875,True
1111,train,0.36750197,False
1112,train,0.5874051,True
1113,train,0.0034284205,False
1114,train,0.43181282,False
1115,train,0.32108328,False
1116,train,0.0036460042,False
1117,train,0.49237218,False
1118,train,0.4088098,False
1119,train,0.29802144,False
1120,train,0.0032373446,False
1121,train,0.0025377546,False
1122,train,0.3107369,False
1123,train,0.5007407,True
1124,train,0.6074687,True
1125,train,0.33944133,False
1126,train,0.0032458773,False
1127,train,0.4461472,False
1128,train,0.0026187664,False
1129,test,0.9962875,False
1130,train,0.54180306,True
1131,test,0.41231757,False
1132,test,0.3772288,False
1133,train,0.29350176,False
1134,train,0.37698433,False
1135,train,0.003449772,False
1136,test,0.41493875,False
1137,train,0.6148452,True
1138,test,0.99732655,False
1139,test,0.48955625,False
