uid,prediction
u000180,"i000481,i001952,i000909,i000342,i000521,i001663,i001069,i000554,i000661,i000555"
u000192,"i000555,i000324,i000898,i000327,i000110,i000909,i000481,i001151,i000521,i000877"
u000194,"i001069,i000251,i000931,i000909,i000220,i000947,i000554,i001445,i000652,i000481"
u000205,"i000481,i001069,i000909,i001952,i000521,i000947,i001663,i000695,i000661,i001455"
u000212,"i001455,i001673,i001710,i001914,i001952,i001922,i000481,i001445,i001649,i001087"
u000214,"i000282,i000555,i001151,i000324,i001515,i000360,i000909,i000481,i000898,i000327"
u000224,"i000695,i001584,i000058,i001049,i001688,i001462,i001240,i000401,i001922,i000931"
u000225,"i000481,i001069,i001952,i001753,i000909,i001663,i000695,i001455,i000661,i001922"
u000227,"i000481,i001922,i001240,i000695,i000909,i001688,i000521,i000554,i001049,i000324"
u000229,"i000282,i001515,i001151,i000360,i001922,i000481,i001682,i000555,i001026,i000317"
u000231,"i000481,i001069,i001952,i001663,i000521,i000661,i000909,i000342,i000947,i000207"
u000233,"i001922,i000977,i000342,i000909,i000521,i001069,i000481,i000661,i000554,i001649"
u000234,"i000555,i000324,i000110,i000327,i000481,i001151,i001952,i000898,i000877,i000282"
u000243,"i002056,i001335,i001623,i001922,i001682,i001801,i000282,i001952,i001595,i000968"
u000247,"i000481,i001069,i000909,i000521,i001952,i000342,i000947,i001663,i000646,i000324"
u000257,"i001922,i002009,i001682,i001335,i001240,i000977,i000006,i001801,i001595,i000200"
u000259,"i000481,i001069,i000909,i001952,i000521,i001663,i000342,i000947,i000661,i000554"
u000260,"i001952,i000661,i000521,i001069,i000481,i001455,i000909,i000554,i000342,i001143"
u000263,"i000481,i001069,i000521,i001952,i000909,i001663,i000661,i000342,i000554,i001922"
u000272,"i001069,i000481,i000909,i001952,i000521,i000342,i000947,i001663,i000661,i000324"
u000281,"i001069,i000909,i000481,i000947,i001753,i001663,i001508,i001906,i001952,i000521"
u000286,"i001753,i000481,i001069,i000909,i001952,i001663,i001455,i000695,i000661,i001922"
u000292,"i000481,i001069,i001952,i000661,i000909,i000521,i001663,i000947,i000554,i000342"
u000297,"i000481,i001455,i001922,i000695,i001445,i000554,i001240,i001952,i000661,i001663"
u000302,"i000481,i001952,i000695,i001069,i001663,i001922,i000661,i000909,i001455,i001445"
u000307,"i001069,i000481,i000909,i001952,i000661,i001455,i000947,i001663,i000521,i000554"
u000308,"i000646,i000481,i001663,i000521,i001952,i000661,i000909,i001069,i000554,i001046"
u000309,"i000555,i000324,i001922,i000898,i000327,i000909,i001151,i000282,i000877,i000110"
u000321,"i000481,i001069,i001952,i000695,i000909,i001922,i000661,i001663,i001240,i000554"
u000331,"i001069,i001753,i001906,i001508,i001952,i000481,i000909,i000947,i001445,i001455"
u000335,"i000481,i000909,i001663,i001952,i001069,i000554,i001455,i001240,i001922,i001445"
u000350,"i001952,i000481,i001069,i000661,i001663,i000554,i000909,i001038,i000207,i000521"
u000355,"i001069,i000481,i000909,i001952,i001663,i000521,i000661,i000947,i000554,i000646"
u000358,"i001455,i001673,i001710,i001445,i000805,i000554,i001952,i001949,i000968,i001914"
u000366,"i000481,i001069,i001952,i000661,i001663,i000909,i000521,i001038,i000646,i000947"
u000372,"i000481,i000909,i001069,i000521,i000342,i001952,i000947,i001663,i000324,i000555"
u000373,"i000481,i000909,i000521,i000661,i000342,i001952,i001069,i001663,i000646,i000554"
u000379,"i000481,i001952,i000909,i000555,i000521,i000324,i001069,i001151,i000282,i000661"
u000380,"i000909,i001069,i000481,i000521,i001952,i000342,i001663,i000324,i000661,i000947"
u000382,"i001455,i000909,i001914,i000481,i001753,i001673,i001922,i000554,i001445,i001663"
u000387,"i001922,i001682,i000282,i001151,i001335,i002009,i000481,i001952,i001649,i001069"
u000388,"i001875,i000481,i001069,i001952,i000618,i001455,i000521,i000324,i000661,i001673"
u000391,"i001455,i000481,i000909,i001952,i001673,i000661,i001922,i001069,i001445,i000695"
u000392,"i001151,i001320,i000282,i001026,i001515,i000360,i001922,i002009,i001113,i001682"
u000395,"i000481,i001069,i001952,i000909,i000521,i000661,i001663,i000342,i000554,i000947"
u000414,"i001445,i001455,i001069,i001314,i000481,i000661,i001663,i000554,i001952,i001710"
u000421,"i000481,i000909,i000695,i001240,i001663,i000554,i001952,i001455,i001922,i001445"
u000423,"i000481,i001069,i000909,i000521,i001952,i000342,i000947,i001663,i000555,i000661"
u000427,"i000481,i000158,i000909,i000661,i001663,i001952,i000646,i001069,i001038,i000521"
u000429,"i000481,i000909,i001069,i000521,i001952,i000324,i000342,i000555,i001663,i000554"
u000432,"i000481,i001663,i001952,i000661,i001445,i001455,i001922,i000695,i000554,i001069"
u000434,"i000695,i000481,i001455,i001922,i001952,i001069,i001049,i000909,i001673,i001445"
u000438,"i001069,i000481,i001952,i000909,i000947,i000661,i001455,i001663,i000521,i000324"
u000442,"i000481,i001952,i001038,i001455,i001069,i000720,i000661,i001445,i001673,i001949"
u000453,"i000909,i000324,i000481,i000342,i000554,i000521,i001143,i000661,i001922,i001455"
u000458,"i001069,i000481,i000909,i000947,i000521,i001952,i001663,i000661,i000570,i000342"
u000465,"i001753,i001508,i000325,i001922,i000518,i000481,i000661,i001927,i000618,i001875"
u000474,"i000646,i000481,i001663,i001952,i000661,i001046,i001445,i000521,i001069,i001949"
u000477,"i001455,i001673,i001710,i000554,i001445,i001949,i001952,i000805,i001914,i001143"
u000484,"i001922,i001682,i002009,i000977,i001335,i001801,i001240,i000200,i000695,i000006"
u000487,"i000481,i000554,i001914,i000909,i001455,i001952,i001673,i001069,i001663,i001710"
u000491,"i000909,i000481,i000521,i000555,i000342,i000324,i001922,i001952,i001663,i001069"
u000496,"i001069,i000481,i000909,i001952,i001663,i000521,i000342,i000661,i000947,i000554"
u000501,"i001069,i000481,i000909,i001952,i000521,i000342,i000947,i001663,i000324,i000661"
u000502,"i000481,i001922,i001069,i001952,i000909,i001663,i000661,i001445,i000554,i000521"
u000508,"i001952,i000481,i001069,i000661,i001455,i001663,i000909,i001038,i000947,i000521"
u000516,"i001455,i000481,i000909,i001673,i001952,i001445,i000554,i001710,i000661,i000324"
u000518,"i001949,i000481,i000554,i000521,i001952,i001069,i001663,i001240,i001191,i000652"
u000522,"i000481,i000695,i001240,i001952,i001663,i001922,i001069,i001445,i001455,i001688"
u000541,"i000909,i000481,i001069,i000342,i000521,i000947,i001952,i000661,i001663,i000646"
u000549,"i000695,i001455,i001049,i000652,i000554,i000931,i001069,i000058,i000842,i001949"
u000554,"i001069,i000481,i000909,i001952,i000695,i001663,i000324,i000554,i001240,i000521"
u000555,"i000481,i001952,i000695,i001455,i001069,i001922,i000661,i001663,i000909,i001673"
u000561,"i000481,i001069,i000909,i001952,i000695,i000661,i001663,i001922,i001455,i000947"
u000563,"i000481,i000909,i001069,i000521,i001663,i000342,i001952,i000947,i000554,i000646"
u000569,"i000324,i000555,i000110,i000909,i000898,i000327,i001134,i000481,i000877,i000521"
u000571,"i000481,i001069,i000909,i000521,i001952,i000947,i001663,i000342,i000661,i000646"
u000572,"i001508,i000325,i001753,i001906,i000481,i001069,i000909,i000555,i001927,i000324"
u000573,"i001069,i000481,i001952,i000947,i001663,i001038,i000909,i000207,i000521,i000570"
u000574,"i001069,i000481,i001952,i000909,i000661,i001663,i000521,i000947,i000554,i001922"
u000581,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000342,i000554,i001922"
u000590,"i001069,i000481,i001508,i001952,i000521,i001875,i001753,i001663,i000618,i000947"
u000593,"i000342,i000481,i000521,i000661,i001952,i001663,i001069,i000947,i000646,i000909"
u000600,"i001673,i001455,i001710,i001445,i001949,i001952,i000554,i000805,i000481,i001914"
u000601,"i000481,i001952,i001069,i001038,i001046,i001663,i000646,i000521,i000661,i000909"
u000602,"i000481,i001069,i001952,i000661,i000909,i000521,i001663,i000342,i000554,i000646"
u000604,"i000661,i000481,i001952,i001069,i000521,i001038,i001663,i000342,i001455,i000646"
u000607,"i001922,i000481,i000909,i001663,i000661,i000554,i000521,i000342,i001240,i001445"
u000621,"i000909,i000481,i000324,i000521,i000555,i001952,i000342,i001069,i000661,i001663"
u000624,"i000909,i000481,i000555,i001922,i000324,i001952,i001151,i000282,i000521,i000898"
u000627,"i001069,i000481,i000909,i001952,i001663,i000947,i000521,i000554,i000342,i000661"
u000635,"i000481,i000909,i001069,i001952,i001663,i000521,i000661,i000947,i000342,i000695"
u000647,"i000695,i001049,i001584,i001462,i000058,i001688,i001877,i001240,i000931,i000652"
u000648,"i002009,i001922,i001682,i001335,i000200,i001151,i001595,i000282,i001113,i000977"
u000658,"i000481,i001069,i000909,i000521,i001952,i000342,i001663,i000947,i000661,i000554"
u000663,"i000324,i000555,i000898,i000110,i000327,i000909,i001134,i001151,i000481,i001069"
u000666,"i000481,i001069,i001952,i000909,i001663,i000554,i000521,i000661,i000646,i000695"
u000677,"i001922,i002009,i001682,i001240,i000481,i000977,i000521,i000342,i001335,i000006"
u000682,"i000481,i001952,i001069,i000909,i001663,i000661,i001038,i000521,i001478,i001455"
u000693,"i000481,i000695,i001952,i001455,i001663,i001069,i001445,i000661,i001240,i000554"
u000713,"i000481,i000695,i000909,i001663,i001069,i000661,i000521,i001455,i001952,i001445"
u000714,"i000481,i001069,i001952,i000909,i001663,i000947,i000661,i000521,i000342,i000554"
u000716,"i001922,i000481,i001069,i001952,i000909,i000554,i001663,i000661,i001914,i000342"
u000727,"i000481,i001069,i000909,i001952,i001663,i000521,i000947,i000661,i000342,i000554"
u000735,"i001922,i000481,i000661,i001663,i001952,i000554,i001914,i001445,i000909,i001069"
u000743,"i001151,i000282,i000360,i001515,i001320,i001026,i000555,i000324,i000909,i002056"
u000745,"i001914,i001649,i001087,i000481,i000909,i001069,i001455,i001673,i000695,i000554"
u000749,"i000481,i000909,i001663,i001455,i001952,i000695,i000554,i001240,i001445,i001038"
u000750,"i000324,i000898,i000555,i000481,i000909,i000327,i001069,i000110,i000342,i001952"
u000751,"i001069,i000481,i000947,i001952,i000909,i000521,i000661,i001663,i000342,i000570"
u000752,"i000646,i001663,i000481,i001046,i001952,i000661,i001069,i002132,i000521,i001478"
u000754,"i000481,i001069,i000909,i000521,i001952,i001663,i000342,i000947,i000661,i000554"
u000763,"i000909,i001069,i000481,i000342,i000521,i001952,i000947,i000324,i000661,i001663"
u000767,"i001069,i001952,i000481,i001455,i001673,i000909,i000661,i001445,i001663,i000931"
u000768,"i000909,i001069,i000481,i001952,i000521,i000947,i000661,i000342,i001663,i000324"
u000771,"i001069,i000481,i001952,i000947,i000521,i001663,i000909,i000661,i000646,i000342"
u000779,"i000324,i000555,i000898,i000110,i000327,i000909,i001134,i001922,i000877,i000481"
u000780,"i000481,i000909,i001069,i001663,i001952,i000521,i000661,i001038,i000646,i000554"
u000787,"i000661,i000481,i001952,i001069,i000521,i000909,i001038,i000947,i001455,i001663"
u000788,"i000481,i001069,i001952,i000661,i001663,i001922,i000909,i000947,i001455,i000521"
u000790,"i000909,i000481,i001069,i000521,i000342,i000324,i001952,i001663,i000555,i000661"
u000791,"i001069,i000481,i001952,i001663,i000661,i000909,i001922,i000554,i000521,i000947"
u000795,"i001069,i000481,i000909,i001952,i000521,i000342,i000947,i001663,i000324,i000555"
u000805,"i000555,i000324,i000481,i000909,i000877,i000521,i000327,i000342,i000110,i000898"
u000811,"i001682,i001922,i002009,i001335,i000200,i001595,i001151,i001240,i002056,i000282"
u000813,"i000481,i001922,i001952,i000661,i000909,i001455,i000521,i001069,i000554,i001663"
u000819,"i000481,i001069,i001952,i001663,i000909,i000521,i000661,i001038,i000646,i000207"
u000821,"i000481,i000909,i001069,i001663,i000521,i000342,i001952,i000661,i000554,i000646"
u000822,"i001069,i000481,i001952,i000909,i000947,i000661,i000324,i000555,i001455,i001922"
u000833,"i001922,i001682,i001335,i002009,i000167,i000200,i001049,i001801,i001240,i000695"
u000842,"i001445,i000554,i001455,i001143,i000661,i001952,i000481,i001038,i001949,i000956"
u000853,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000342,i000207,i000646"
u000857,"i000481,i001069,i001952,i000909,i000661,i001455,i000947,i001663,i001922,i001445"
u000859,"i000481,i001069,i000909,i000695,i001952,i001663,i000661,i001455,i000324,i001922"
u000864,"i000481,i001952,i001038,i001663,i000661,i000909,i001478,i001445,i001069,i000521"
u000874,"i000481,i001069,i001952,i001663,i000909,i000521,i000646,i001038,i000342,i000661"
u000875,"i000481,i000909,i001069,i000521,i000342,i001952,i000324,i001663,i000947,i000555"
u000880,"i002056,i001922,i000282,i001335,i001801,i001682,i001595,i001623,i001026,i001320"
u000881,"i000481,i001069,i001952,i001455,i000931,i000909,i001038,i000554,i001445,i001949"
u000885,"i000481,i001069,i001952,i000521,i000661,i001663,i000909,i000342,i000947,i001922"
u000892,"i000481,i000909,i001069,i000695,i001663,i001952,i001240,i001455,i001922,i000554"
u000901,"i000481,i000909,i000327,i000324,i000898,i001952,i000110,i000555,i000521,i001069"
u000903,"i000481,i001069,i000521,i000909,i001952,i000342,i001663,i000661,i000947,i001922"
u000912,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i001038,i000646,i000342"
u000913,"i000481,i000521,i001952,i000661,i001069,i001663,i000342,i000909,i000646,i000947"
u000914,"i001069,i000481,i000909,i000947,i001952,i001663,i000521,i001713,i000661,i000342"
u000927,"i000481,i000909,i000521,i001952,i001922,i000324,i001069,i000555,i000342,i000554"
u000933,"i001682,i000200,i001922,i001335,i001445,i002009,i002056,i001151,i001595,i000282"
u000936,"i000909,i000481,i001069,i001952,i000521,i001663,i000342,i000947,i000661,i001038"
u000937,"i001952,i000481,i000661,i001455,i001663,i001046,i001069,i001038,i001673,i000521"
u000941,"i000481,i001952,i001069,i000521,i000909,i000661,i001663,i000342,i000554,i001455"
u000943,"i000554,i001445,i000251,i001455,i001949,i000805,i001069,i000931,i001191,i000909"
u000944,"i001914,i001649,i001087,i001922,i000909,i001455,i000481,i001673,i001710,i001682"
u000945,"i000481,i001069,i000909,i000521,i001952,i000342,i001663,i000947,i000661,i000554"
u000947,"i001151,i000282,i001515,i001026,i001320,i000360,i001922,i000317,i000555,i002056"
u000948,"i000481,i001949,i001952,i001046,i001069,i000554,i001663,i001455,i000521,i000646"
u000951,"i000521,i000342,i000481,i001663,i000646,i001952,i000661,i001069,i000909,i000947"
u000953,"i001069,i000909,i000481,i000947,i001713,i001445,i000570,i001914,i001952,i000931"
u000957,"i001922,i002009,i001682,i001335,i001595,i001151,i000282,i000006,i001113,i000200"
u000958,"i001069,i000481,i000947,i001952,i000521,i000661,i000909,i001663,i000342,i001267"
u000963,"i000481,i001069,i001952,i000909,i000521,i001663,i000661,i000554,i000646,i000342"
u000964,"i001922,i000481,i001952,i001455,i000661,i000909,i000555,i001673,i000324,i001069"
u000977,"i001952,i001455,i001922,i001069,i000481,i001673,i000909,i000555,i000661,i000324"
u000980,"i001922,i000481,i000909,i001663,i000661,i002009,i001952,i001240,i001682,i000554"
u000988,"i001753,i001508,i000518,i000325,i001455,i001673,i001445,i001710,i001922,i001875"
u001000,"i001455,i001673,i001445,i001949,i001952,i001710,i000554,i000481,i000661,i001069"
u001006,"i001069,i000481,i000521,i000947,i000342,i000909,i001663,i000554,i001952,i000661"
u001008,"i000481,i000521,i000909,i001952,i000342,i001069,i000661,i001663,i000554,i000555"
u001009,"i001069,i000481,i000909,i001952,i001753,i000661,i001906,i001508,i001445,i001455"
u001013,"i000521,i000563,i001069,i000481,i000947,i000342,i001296,i001189,i000619,i000646"
u001016,"i001069,i000481,i000909,i000554,i001952,i000661,i000521,i001445,i001455,i001663"
u001019,"i001069,i000481,i000909,i001952,i000521,i001663,i000342,i000947,i000661,i000324"
u001020,"i000909,i000481,i001952,i001069,i000324,i000521,i000555,i000661,i000342,i001663"
u001022,"i001682,i001922,i001335,i002009,i001595,i000200,i001151,i002056,i000282,i001515"
u001035,"i000481,i001069,i001952,i000909,i001663,i000521,i000554,i000661,i000646,i000342"
u001037,"i001914,i001649,i001087,i000695,i001455,i001922,i001673,i001462,i001240,i001445"
u001041,"i000481,i001952,i001455,i000909,i001069,i001663,i000661,i001673,i001922,i000554"
u001048,"i001049,i000695,i001584,i000058,i001688,i001462,i000401,i001240,i001922,i000842"
u001062,"i000481,i000661,i000521,i000342,i001952,i000909,i001069,i001663,i001922,i001914"
u001065,"i001922,i000481,i001455,i000909,i001914,i000554,i001952,i000695,i001949,i001663"
u001073,"i000481,i001663,i000695,i001240,i001952,i001069,i000554,i001445,i000661,i001455"
u001077,"i000481,i001922,i001952,i000909,i001069,i000695,i001455,i000555,i000661,i000324"
u001078,"i000909,i000481,i000695,i000324,i000521,i001240,i001922,i000555,i000554,i000898"
u001079,"i001069,i000931,i000652,i001877,i000481,i001445,i000695,i001049,i000947,i000554"
u001081,"i000909,i001922,i000481,i001952,i001455,i001682,i001069,i001445,i000661,i001914"
u001082,"i001952,i000661,i000481,i001069,i000521,i001663,i000342,i001455,i001445,i000554"
u001084,"i000481,i001952,i001069,i001663,i000661,i000909,i000521,i000342,i001038,i000947"
u001087,"i000661,i001952,i000481,i001038,i001663,i001455,i000521,i001069,i000646,i001046"
u001090,"i001508,i000325,i001753,i001906,i001069,i000548,i001927,i000518,i000909,i001065"
u001092,"i001240,i000695,i001688,i000481,i000554,i001049,i001922,i000956,i001584,i001445"
u001103,"i000481,i001069,i001952,i001753,i001508,i000909,i001663,i001455,i000661,i001906"
u001105,"i000481,i001069,i001952,i000521,i000909,i000947,i000661,i000342,i001663,i000207"
u001110,"i000481,i000909,i001069,i001952,i000521,i001663,i000342,i001038,i000661,i000947"
u001112,"i001069,i000481,i000324,i001952,i000909,i000555,i000110,i000947,i000661,i000521"
u001120,"i000481,i000909,i000521,i001952,i001069,i000342,i000324,i000555,i000661,i001663"
u001124,"i001455,i001673,i001710,i001445,i000805,i001914,i000968,i001952,i000554,i000481"
u001130,"i000554,i000481,i000909,i001069,i000521,i001143,i001949,i001952,i001455,i000947"
u001131,"i001069,i000481,i000909,i001952,i000661,i001922,i000947,i000521,i001455,i000324"
u001142,"i000282,i001151,i001515,i000360,i001026,i000555,i001922,i000317,i001682,i000481"
u001144,"i000481,i001069,i000909,i001952,i001922,i001663,i000661,i001455,i000695,i000521"
u001148,"i000481,i001069,i000909,i001952,i000521,i001663,i000661,i000342,i000947,i000554"
u001151,"i000481,i000909,i000521,i000342,i001952,i001922,i000661,i000555,i001069,i000158"
u001157,"i001069,i000481,i000947,i000909,i001952,i000521,i001713,i001663,i000570,i000342"
u001159,"i000481,i001069,i000521,i000947,i001952,i000661,i000909,i000342,i001663,i000554"
u001165,"i000481,i000521,i000909,i001753,i001508,i000342,i000661,i000518,i001663,i001952"
u001167,"i000481,i001069,i000909,i001952,i001663,i000521,i000342,i000554,i000947,i000661"
u001170,"i000554,i000481,i000521,i000342,i000909,i001922,i001143,i001455,i000555,i000661"
u001172,"i000481,i000909,i001069,i000521,i000342,i001952,i000947,i000324,i001663,i000555"
u001183,"i001069,i000481,i000909,i001952,i001663,i000521,i000947,i000342,i000661,i000554"
u001184,"i000481,i001069,i000909,i000521,i001952,i001663,i000342,i000661,i000554,i001922"
u001198,"i001240,i001335,i001922,i001143,i000554,i000200,i000956,i002009,i001191,i001914"
u001200,"i000481,i001069,i000909,i001952,i001663,i000695,i000947,i000521,i001240,i000661"
u001212,"i001069,i000481,i001753,i000909,i001952,i001508,i001906,i000521,i000342,i001663"
u001231,"i000909,i000324,i000481,i000555,i001952,i001922,i000521,i000342,i001069,i000661"
u001233,"i000324,i001922,i001455,i000555,i001710,i001673,i001682,i000282,i001151,i000481"
u001239,"i001038,i001069,i000481,i001952,i001663,i000646,i000661,i001445,i000909,i000947"
u001251,"i000661,i001952,i000481,i001046,i001455,i001069,i001445,i000521,i001673,i000646"
u001257,"i000661,i000554,i001455,i001949,i001952,i001143,i001069,i000521,i001445,i000909"
u001259,"i001069,i000481,i000909,i001952,i000947,i000521,i001663,i000661,i000342,i000695"
u001262,"i000481,i000909,i001922,i001069,i001952,i001240,i000695,i001663,i000554,i000521"
u001269,"i000481,i001069,i001952,i000909,i000661,i000521,i001922,i001663,i000947,i001455"
u001277,"i000481,i001069,i000909,i001952,i001663,i001038,i000521,i000661,i001478,i000207"
u001278,"i000481,i001952,i000909,i001069,i001455,i001663,i001478,i001445,i001038,i001046"
u001285,"i000481,i000909,i001069,i001952,i000521,i001663,i000342,i000947,i000324,i000555"
u001288,"i000251,i000931,i001069,i000220,i001445,i001455,i000805,i000909,i000554,i000695"
u001293,"i001455,i001673,i001952,i001710,i001445,i000661,i000481,i000554,i001949,i001069"
u001297,"i000481,i000661,i000646,i001952,i001069,i001663,i000909,i001445,i001478,i001046"
u001298,"i000481,i001952,i001069,i000521,i000342,i000947,i000661,i000909,i001663,i000619"
u001309,"i000646,i000481,i001663,i001952,i000521,i001069,i000909,i000661,i001038,i000342"
u001310,"i001445,i000661,i001455,i001069,i001952,i001673,i001046,i001663,i000481,i001710"
u001312,"i000481,i001069,i001952,i000909,i000521,i001663,i000661,i000342,i000947,i001038"
u001316,"i000481,i001069,i001952,i000909,i000521,i001663,i000342,i000661,i000554,i000646"
u001317,"i001069,i000481,i001952,i000909,i000947,i001663,i000521,i001713,i000646,i000931"
u001318,"i000909,i000481,i001922,i000324,i000521,i001240,i000695,i000555,i000342,i000554"
u001326,"i000481,i001069,i000909,i001952,i000521,i001663,i000947,i001038,i000646,i000661"
u001329,"i000909,i000481,i001069,i001952,i000521,i001663,i000661,i001445,i000554,i001455"
u001335,"i001069,i001663,i001952,i000481,i000931,i001445,i000554,i001455,i000909,i001682"
u001336,"i001952,i000661,i000481,i001069,i000521,i001455,i000947,i000909,i001663,i000248"
u001339,"i001663,i000481,i001069,i001952,i000909,i000646,i000521,i000342,i001478,i000947"
u001340,"i001069,i000481,i002132,i001952,i001663,i001038,i000646,i000661,i001046,i001445"
u001344,"i001069,i000481,i001952,i001455,i000661,i001445,i000947,i001673,i000554,i001663"
u001358,"i001069,i000481,i000909,i001952,i001663,i000947,i000661,i000521,i000554,i000695"
u001366,"i000481,i000909,i001069,i001952,i001455,i001663,i000661,i001922,i000554,i001445"
u001368,"i000481,i000909,i001240,i000695,i001922,i001663,i000554,i001455,i001069,i001445"
u001377,"i000909,i001069,i000481,i000521,i000661,i001952,i000947,i001445,i001455,i000167"
u001384,"i000481,i000909,i001069,i001952,i000521,i000661,i000342,i000646,i001038,i001663"
u001391,"i000481,i001952,i001069,i001663,i000521,i000909,i000207,i001038,i000342,i001478"
u001395,"i000481,i001069,i000909,i001952,i001753,i001663,i000695,i000661,i000947,i001455"
u001405,"i000909,i000481,i000521,i000324,i000342,i000555,i000554,i001922,i000110,i001240"
u001419,"i001240,i001922,i000695,i000754,i001584,i001191,i000554,i001688,i001786,i000342"
u001424,"i001922,i001914,i001069,i001649,i000481,i000661,i000947,i000521,i001455,i000909"
u001425,"i000909,i000481,i000324,i000342,i001753,i000521,i001922,i001952,i000555,i001069"
u001429,"i000481,i000909,i000521,i001952,i001038,i000342,i000207,i001663,i000646,i001069"
u001437,"i000481,i001952,i001663,i000521,i001069,i000909,i000342,i000661,i000554,i000646"
u001441,"i001922,i000481,i001240,i000554,i000909,i000521,i000695,i000342,i001688,i001949"
u001444,"i001335,i001922,i002009,i001682,i000200,i001595,i002056,i001113,i000282,i001801"
u001446,"i001922,i002009,i000977,i001682,i001335,i001801,i001240,i000006,i000481,i000342"
u001452,"i000324,i000898,i000555,i000327,i000110,i000909,i000481,i001455,i001952,i000695"
u001454,"i000481,i000909,i001069,i001952,i000521,i001663,i000947,i000342,i000661,i000554"
u001463,"i000481,i001069,i000909,i001663,i001952,i000342,i000521,i000947,i001478,i000207"
u001471,"i000695,i001049,i001584,i001688,i000058,i001240,i001922,i001462,i000401,i001786"
u001481,"i000909,i000481,i001922,i000324,i000555,i000521,i001240,i000342,i001151,i000554"
u001483,"i001922,i001240,i000695,i000481,i001688,i000909,i001049,i000324,i000521,i000554"
u001487,"i000481,i001069,i000909,i000521,i001952,i001663,i000342,i000947,i000661,i000646"
u001495,"i000521,i000481,i000646,i001069,i000661,i000342,i001952,i000909,i001663,i000947"
u001496,"i000481,i001069,i001952,i000909,i000521,i001663,i000342,i000947,i000661,i000554"
u001499,"i001069,i000481,i001952,i000909,i000661,i000947,i000521,i001663,i001455,i001445"
u001501,"i001478,i000481,i001663,i000909,i001069,i001952,i001038,i001445,i001046,i000646"
u001504,"i001922,i000695,i000481,i000909,i001049,i001240,i001455,i000324,i001952,i001069"
u001510,"i000481,i001922,i001663,i001240,i000695,i001952,i000909,i001069,i001445,i000661"
u001531,"i000324,i000555,i000909,i000481,i000898,i001069,i000327,i000110,i000521,i001952"
u001532,"i001069,i001952,i000481,i000909,i000555,i000324,i001922,i001455,i000661,i001673"
u001535,"i001240,i000695,i001922,i001191,i001688,i001584,i000058,i001049,i000554,i000956"
u001537,"i000481,i000909,i000695,i001663,i001069,i001240,i001952,i000661,i000324,i001922"
u001544,"i000270,i000661,i001445,i000646,i001455,i001069,i001673,i001952,i000481,i001046"
u001549,"i000481,i000521,i000909,i001069,i000342,i001952,i001663,i000947,i000661,i000207"
u001550,"i000481,i001952,i001069,i001663,i001038,i000661,i001478,i000646,i000521,i000207"
u001554,"i001922,i001240,i000695,i000909,i000481,i000521,i000342,i001049,i001688,i001584"
u001557,"i001478,i000481,i001952,i001663,i001046,i001445,i000661,i002146,i000646,i001455"
