uid,prediction
u000168,"i000481,i001069,i001952,i000909,i000661,i001663,i000521,i001922,i001445,i000947"
u000171,"i000909,i000481,i001069,i000521,i000342,i001663,i000661,i001952,i001445,i000324"
u000178,"i000898,i000555,i000324,i000110,i000327,i000909,i001125,i000481,i001516,i001134"
u000180,"i000481,i000521,i001952,i000909,i001663,i001069,i001922,i000661,i000554,i000342"
u000192,"i000555,i000324,i000110,i000898,i000909,i000327,i000481,i000521,i001922,i001125"
u000194,"i000251,i001069,i000909,i000695,i000652,i000931,i000481,i000554,i001049,i001584"
u000205,"i000481,i001069,i000909,i001952,i000661,i001455,i000695,i001663,i000521,i000324"
u000212,"i001455,i001922,i000481,i001673,i000695,i001710,i001952,i001069,i000909,i001914"
u000214,"i000324,i000555,i001922,i000977,i001151,i000110,i000282,i000898,i000909,i000481"
u000224,"i000695,i001584,i001688,i000058,i001049,i001240,i001462,i000401,i001922,i000947"
u000225,"i000481,i001069,i000909,i001753,i001952,i001663,i000695,i000661,i001445,i001455"
u000227,"i001922,i000695,i000481,i001240,i001688,i000909,i001049,i000521,i000554,i000342"
u000229,"i001515,i001151,i000282,i001922,i000360,i001026,i001682,i001320,i000317,i000481"
u000231,"i000481,i001069,i000909,i001952,i001663,i000521,i000661,i000342,i001038,i000207"
u000233,"i001922,i000977,i000481,i001663,i001069,i000521,i001952,i000342,i001968,i000909"
u000234,"i000555,i000324,i000110,i000898,i000481,i001922,i000909,i000327,i001710,i001952"
u000243,"i002056,i001922,i001801,i001682,i001710,i001151,i001335,i000282,i001021,i001649"
u000247,"i000481,i001069,i000909,i000521,i001952,i000342,i001663,i000947,i000324,i000661"
u000257,"i001922,i001682,i002009,i001335,i001801,i001240,i000977,i001151,i001049,i000200"
u000259,"i001069,i000481,i000909,i001952,i001663,i000521,i000324,i000661,i000947,i000342"
u000260,"i000481,i001952,i001069,i000554,i001710,i000521,i001143,i001445,i001455,i000661"
u000263,"i000481,i001069,i000521,i000909,i001663,i001952,i000661,i000342,i000554,i001922"
u000272,"i001069,i000481,i000909,i001952,i000521,i001663,i000342,i000947,i000661,i000554"
u000281,"i001069,i000909,i000481,i000301,i001663,i001753,i001508,i000342,i000521,i001906"
u000286,"i000481,i001069,i000909,i001753,i001952,i001663,i000661,i000521,i001445,i000695"
u000292,"i001069,i000481,i001952,i000909,i000661,i000521,i001663,i000947,i000342,i001445"
u000297,"i000481,i001445,i001922,i001952,i001663,i001069,i000661,i001455,i001240,i000695"
u000302,"i000481,i000695,i001069,i001663,i001455,i001952,i001445,i001922,i000661,i000909"
u000307,"i001069,i000481,i000909,i001952,i001663,i000661,i000521,i000947,i001455,i000324"
u000308,"i000646,i000481,i001663,i001952,i001069,i000521,i000909,i001038,i000661,i000342"
u000309,"i000555,i000324,i000110,i001922,i000898,i000481,i000909,i000327,i000521,i001952"
u000321,"i001069,i000481,i001952,i000909,i001663,i000661,i001922,i000695,i001445,i001914"
u000331,"i001069,i001753,i001906,i000481,i001508,i001952,i000909,i000301,i001455,i000325"
u000335,"i000481,i000909,i001069,i001952,i001663,i001455,i001445,i000661,i001922,i000554"
u000350,"i000481,i001952,i001069,i000909,i000661,i001663,i001038,i000521,i000207,i001445"
u000355,"i001069,i000481,i000909,i001952,i000521,i001663,i000661,i000947,i000555,i000324"
u000358,"i001455,i001673,i001710,i001445,i001952,i001949,i000481,i000661,i000554,i001069"
u000366,"i000481,i001069,i001952,i001663,i000661,i000909,i001478,i001038,i000646,i000521"
u000372,"i000481,i001069,i000909,i000521,i001952,i000342,i001663,i000947,i000324,i000555"
u000373,"i000481,i000909,i000661,i001069,i001952,i000521,i000342,i001038,i001663,i000207"
u000379,"i000481,i001952,i000909,i001922,i000661,i000521,i000324,i000555,i001069,i001151"
u000380,"i000909,i001069,i000481,i001952,i000521,i000342,i000661,i001663,i000324,i000947"
u000382,"i001914,i001649,i001455,i001087,i000909,i000481,i001753,i001445,i001952,i001673"
u000387,"i001922,i000481,i001069,i001151,i001952,i000282,i001682,i000909,i000695,i001335"
u000388,"i001875,i000324,i000555,i001069,i000481,i000898,i000521,i001952,i000909,i001455"
u000391,"i000481,i001455,i001952,i001922,i001069,i000909,i000661,i000695,i001673,i001445"
u000392,"i001151,i000282,i001320,i001515,i000360,i001922,i001682,i001026,i000317,i002056"
u000395,"i001069,i000481,i001952,i000909,i001663,i000521,i000661,i000342,i000554,i001922"
u000414,"i001445,i000481,i000909,i001069,i001952,i001663,i000661,i001455,i001038,i001478"
u000421,"i000481,i000909,i001069,i000695,i001663,i001952,i001455,i001445,i001240,i000661"
u000423,"i001069,i000481,i000909,i000521,i001952,i000342,i001663,i000947,i000324,i000661"
u000427,"i000481,i001069,i001663,i000909,i001952,i000661,i000646,i001038,i000207,i001478"
u000429,"i000481,i000909,i001069,i000521,i001952,i000342,i001663,i000324,i000555,i000661"
u000432,"i000481,i001663,i000909,i000661,i001952,i001069,i001445,i001455,i001478,i000646"
u000434,"i000481,i000695,i001069,i001455,i000909,i001673,i001952,i001922,i001663,i000324"
u000438,"i001069,i000481,i001952,i000909,i000661,i001455,i000521,i001673,i000947,i001922"
u000442,"i000481,i001952,i001069,i001038,i000661,i001663,i001445,i000646,i001455,i000909"
u000453,"i000909,i000481,i001922,i001445,i000554,i001240,i001143,i001949,i001663,i001455"
u000458,"i001069,i000481,i000947,i000909,i001952,i000521,i000342,i001663,i001038,i000570"
u000465,"i001753,i000481,i001952,i000325,i001445,i000324,i000555,i001069,i001922,i001710"
u000474,"i000646,i001663,i000481,i001952,i001949,i001069,i000554,i000661,i001455,i001445"
u000477,"i001455,i001673,i001445,i001710,i000554,i001952,i000481,i000661,i001949,i001191"
u000484,"i001922,i001682,i002009,i000977,i001335,i001801,i001049,i001968,i001688,i001320"
u000487,"i000481,i001069,i000554,i001663,i001240,i001191,i001922,i000909,i001949,i001143"
u000491,"i000909,i000481,i000324,i000521,i000555,i000342,i001922,i001069,i000554,i001952"
u000496,"i000481,i001069,i000909,i001663,i001952,i000342,i000521,i000661,i000554,i001922"
u000501,"i000481,i001069,i000909,i001952,i000521,i001663,i000342,i000324,i000555,i000947"
u000502,"i000481,i001069,i001952,i001922,i001663,i000661,i000909,i001445,i000521,i000554"
u000508,"i001952,i000481,i000661,i001069,i000909,i001663,i001038,i001455,i000521,i001445"
u000516,"i000481,i001069,i000909,i001952,i001455,i001922,i000661,i000324,i001663,i000521"
u000518,"i000481,i001949,i001069,i001952,i001663,i000909,i001038,i001445,i000661,i000646"
u000522,"i000695,i000481,i001688,i001455,i001240,i001922,i001049,i000661,i001445,i001584"
u000541,"i000909,i000481,i001069,i000342,i000521,i001952,i001663,i000661,i000947,i000207"
u000549,"i000652,i001949,i000842,i001877,i001240,i001069,i000931,i001445,i000695,i001584"
u000554,"i001069,i000481,i000909,i001952,i000521,i000324,i001663,i000555,i000947,i000342"
u000555,"i000481,i001069,i001952,i000909,i001455,i000695,i000661,i001663,i001673,i001445"
u000561,"i000481,i001069,i001952,i000909,i000695,i001663,i000661,i001455,i000521,i001922"
u000563,"i000909,i000481,i001069,i000521,i000342,i001952,i001663,i000947,i000324,i000554"
u000569,"i000324,i000555,i000110,i000909,i000521,i000481,i000898,i001922,i000327,i000342"
u000571,"i001069,i000481,i000909,i001952,i001663,i000947,i000342,i000521,i000661,i000207"
u000572,"i000909,i000481,i001069,i001753,i001508,i001906,i001952,i000912,i000661,i000325"
u000573,"i001069,i000947,i000481,i001038,i000909,i001952,i000521,i000342,i000661,i000646"
u000574,"i001069,i000481,i001952,i000909,i000661,i001663,i000521,i000947,i001445,i001455"
u000581,"i000481,i001069,i001952,i001663,i000909,i000521,i000661,i001922,i000554,i000342"
u000590,"i000481,i001069,i001952,i001663,i001753,i001455,i000909,i001508,i000661,i001906"
u000593,"i000481,i000342,i000521,i001952,i001069,i001663,i000661,i000909,i000646,i000947"
u000600,"i001455,i001673,i001710,i001069,i001445,i001952,i000481,i000554,i000661,i000909"
u000601,"i000481,i001952,i001069,i001038,i001663,i000661,i001046,i000909,i000521,i000646"
u000602,"i001069,i000481,i001952,i000661,i000521,i000909,i001663,i000342,i000554,i001922"
u000604,"i000481,i000661,i001952,i001069,i000909,i001663,i001038,i000521,i000342,i000207"
u000607,"i001922,i000481,i001445,i001663,i000661,i001952,i001455,i000554,i001240,i001914"
u000621,"i000909,i000481,i000324,i000521,i001952,i001069,i000661,i001038,i000555,i000342"
u000624,"i000481,i000324,i000909,i000282,i001151,i000555,i000521,i001069,i001922,i000661"
u000627,"i001069,i000481,i000909,i001952,i001663,i000521,i000661,i000554,i000947,i001445"
u000635,"i000481,i000909,i001069,i001952,i001663,i000521,i000342,i000661,i000207,i001038"
u000647,"i000695,i001584,i001049,i001688,i001462,i000058,i001240,i000401,i001877,i001922"
u000648,"i001922,i002009,i001682,i001335,i000200,i002056,i001240,i001151,i000006,i001595"
u000658,"i000909,i000481,i001069,i000521,i001952,i000342,i001663,i000947,i000324,i000661"
u000663,"i000324,i000555,i000110,i000909,i000481,i000898,i001069,i000327,i001952,i000521"
u000666,"i001069,i000481,i001952,i000909,i001663,i000521,i000661,i000554,i001445,i000646"
u000677,"i001922,i001682,i002009,i001240,i001049,i000977,i001335,i001801,i001688,i000695"
u000682,"i000481,i001069,i001952,i000909,i001663,i001038,i000661,i001478,i000521,i000646"
u000693,"i000481,i001663,i001069,i001952,i001445,i001922,i001455,i000661,i000909,i000554"
u000713,"i000481,i000521,i000909,i001663,i001952,i000342,i001069,i000661,i000646,i001445"
u000714,"i001069,i000481,i000909,i001952,i000521,i001663,i000661,i000342,i001922,i000947"
u000716,"i000481,i001069,i000909,i001952,i001922,i001663,i000661,i000521,i000554,i000342"
u000727,"i001069,i000481,i000909,i001952,i001663,i000521,i000661,i000947,i001455,i000342"
u000735,"i000481,i001922,i001663,i001069,i000661,i001952,i001445,i000909,i000554,i000521"
u000743,"i001151,i000282,i000324,i000909,i001515,i000555,i000528,i000521,i000360,i000554"
u000745,"i001649,i001914,i001087,i000909,i001069,i001455,i001949,i000481,i001445,i001673"
u000749,"i000481,i000909,i001069,i001663,i001952,i001445,i000521,i001478,i001455,i000661"
u000750,"i000324,i000898,i000555,i000327,i000110,i000909,i000481,i001069,i000521,i001952"
u000751,"i001069,i000481,i000947,i000909,i001952,i000521,i001663,i000661,i000342,i001267"
u000752,"i000646,i001663,i000481,i001952,i000661,i000521,i000342,i000554,i001049,i001069"
u000754,"i000481,i001069,i000909,i001952,i000521,i001663,i000342,i000947,i000646,i000324"
u000763,"i000909,i001069,i000481,i001952,i000521,i000342,i000661,i000324,i001663,i000947"
u000767,"i001952,i001069,i000481,i000909,i000661,i001455,i001663,i001710,i001673,i000646"
u000768,"i000909,i001069,i000481,i001952,i000521,i000661,i000342,i001663,i000947,i000324"
u000771,"i001069,i000481,i001952,i000909,i001663,i000947,i000521,i000661,i000646,i001038"
u000779,"i000324,i000555,i000110,i000481,i000521,i000909,i000898,i001952,i001069,i001922"
u000780,"i000481,i000909,i001069,i001663,i001952,i000521,i000661,i000342,i001478,i000646"
u000787,"i000481,i001952,i000661,i001069,i000909,i000521,i001038,i001663,i000947,i000342"
u000788,"i000481,i001069,i001952,i000661,i001922,i001663,i000909,i001455,i001445,i000554"
u000790,"i000909,i000481,i001069,i000521,i001952,i000342,i000324,i000661,i001663,i001038"
u000791,"i001069,i000481,i001952,i001663,i000661,i000909,i001922,i000521,i000554,i001445"
u000795,"i001069,i000481,i000909,i001952,i000521,i000342,i001663,i000947,i000324,i000661"
u000805,"i000555,i000324,i000481,i000909,i000521,i001952,i000661,i000110,i000342,i001069"
u000811,"i001922,i001682,i001335,i002009,i000200,i001240,i000282,i002056,i001595,i001952"
u000813,"i000481,i000909,i001069,i001952,i001922,i000661,i000521,i001663,i000324,i000555"
u000819,"i000481,i001069,i001952,i000909,i001663,i000661,i001038,i000521,i000207,i000342"
u000821,"i000481,i001069,i000521,i001663,i000909,i001952,i000342,i000661,i001038,i000646"
u000822,"i001069,i000481,i000909,i001952,i000324,i001922,i000661,i000555,i001455,i000521"
u000833,"i001922,i001682,i002009,i001240,i001952,i001445,i001801,i001673,i001335,i001049"
u000842,"i000481,i001038,i001445,i001143,i001952,i000554,i001949,i001455,i001069,i000661"
u000853,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i001038,i000207,i000342"
u000857,"i000481,i001069,i001952,i000661,i001922,i001663,i000909,i001445,i001455,i000554"
u000859,"i000481,i000909,i001069,i000695,i001952,i001663,i000661,i001455,i000521,i001240"
u000864,"i000481,i000909,i000661,i001952,i001069,i001663,i001038,i001478,i000521,i000646"
u000874,"i000481,i001069,i001663,i001952,i000909,i000646,i000521,i000661,i001038,i000342"
u000875,"i000481,i000909,i001069,i000521,i000342,i001952,i001663,i000324,i000554,i001922"
u000880,"i002056,i001922,i001801,i001151,i000282,i001515,i001026,i001682,i001335,i000481"
u000881,"i000481,i001952,i001069,i000661,i001445,i000909,i001038,i001455,i000554,i001710"
u000885,"i000481,i001069,i001663,i000909,i001952,i000521,i000342,i000661,i000646,i000947"
u000892,"i000481,i001069,i000909,i001952,i000695,i001663,i001455,i000554,i001445,i000661"
u000901,"i000481,i000909,i001952,i000521,i001069,i000324,i000207,i000555,i000327,i000342"
u000903,"i000481,i001069,i000521,i001952,i001663,i000909,i001922,i000342,i000661,i000554"
u000912,"i000481,i001952,i001069,i001663,i000342,i000521,i000661,i001038,i000909,i000646"
u000913,"i000521,i000481,i001069,i001952,i001663,i000342,i000661,i000646,i000909,i000947"
u000914,"i001069,i000481,i000909,i000947,i001952,i001663,i000521,i001267,i000661,i000342"
u000927,"i000909,i000481,i001069,i001952,i000324,i000521,i001922,i000555,i001663,i000661"
u000933,"i001445,i001682,i001455,i001922,i001673,i000200,i001069,i000931,i001710,i001952"
u000936,"i000909,i000481,i001069,i001952,i000661,i001663,i000521,i001038,i000342,i001478"
u000937,"i000481,i001952,i000661,i001069,i000909,i001663,i001038,i000646,i000521,i001445"
u000941,"i000481,i000909,i001952,i001069,i000521,i000342,i000661,i001663,i000324,i001038"
u000943,"i000554,i000481,i000661,i001069,i001455,i001952,i000909,i001445,i000251,i001663"
u000944,"i000909,i001455,i001922,i001914,i001673,i001069,i000481,i001649,i001952,i001710"
u000945,"i000481,i001069,i000909,i001952,i000521,i001663,i000342,i001922,i000661,i000554"
u000947,"i001151,i000282,i000360,i000909,i000481,i001922,i001515,i001320,i000342,i001026"
u000948,"i000481,i001069,i001952,i001663,i001949,i001046,i000646,i001038,i001445,i000909"
u000951,"i000481,i000342,i000646,i000521,i001663,i001069,i001952,i000909,i000661,i001038"
u000953,"i000909,i001069,i000481,i001952,i001038,i001445,i000158,i001478,i000661,i001663"
u000957,"i001922,i001682,i002009,i001335,i001151,i001801,i000977,i000200,i000282,i001240"
u000958,"i001069,i000481,i000947,i000521,i001663,i001952,i000909,i001267,i000661,i000342"
u000963,"i000481,i001069,i001952,i000909,i001663,i000521,i000661,i000342,i000554,i000646"
u000964,"i000481,i000909,i001069,i001922,i001952,i000661,i000521,i000555,i000324,i001663"
u000977,"i001922,i000481,i001069,i000324,i001455,i000555,i000909,i001952,i001673,i000661"
u000980,"i000481,i001922,i001455,i000909,i001952,i001673,i000324,i000661,i001069,i001445"
u000988,"i001753,i000481,i000909,i001922,i001952,i001069,i001508,i000325,i001455,i001710"
u001000,"i001455,i001673,i001710,i001949,i001445,i001952,i000661,i000554,i000481,i001682"
u001006,"i001069,i000481,i000909,i001952,i000521,i001663,i000661,i000947,i000324,i000342"
u001008,"i000481,i000909,i000521,i000342,i001069,i000619,i001952,i000661,i000324,i000947"
u001009,"i001069,i000481,i000909,i001952,i001753,i000207,i001663,i000521,i000661,i000342"
u001013,"i001069,i000563,i000947,i000521,i001189,i000342,i000481,i001952,i001296,i001663"
u001016,"i000909,i001069,i000481,i001952,i000554,i000661,i000521,i001445,i001663,i000342"
u001019,"i001069,i000481,i000909,i001952,i000521,i000324,i001663,i000342,i000661,i000947"
u001020,"i000909,i000481,i001069,i001038,i001952,i000661,i000521,i000324,i000342,i000207"
u001022,"i001682,i001922,i001335,i002009,i000282,i001455,i000200,i001673,i001151,i000554"
u001035,"i000481,i001069,i000909,i001952,i001663,i000521,i000661,i001445,i000342,i000646"
u001037,"i001914,i001049,i000695,i001922,i001087,i001240,i001649,i001584,i001445,i000058"
u001041,"i000481,i000909,i001069,i001952,i000661,i001663,i001455,i000695,i001922,i001445"
u001048,"i000695,i001049,i001584,i001688,i000058,i000401,i001462,i001240,i001922,i001069"
u001062,"i001069,i000481,i000521,i001952,i000661,i000947,i001663,i000909,i000342,i001922"
u001065,"i000481,i000909,i001922,i000521,i000324,i001952,i000554,i001663,i001455,i000555"
u001073,"i000481,i000695,i001240,i001663,i001445,i001952,i001069,i001455,i001049,i001922"
u001077,"i001069,i000481,i001952,i000909,i000661,i000521,i001455,i001922,i001663,i000324"
u001078,"i000909,i000324,i000481,i001151,i000695,i001922,i000555,i000521,i001069,i000282"
u001079,"i001069,i000652,i001877,i000931,i000947,i001949,i001445,i000481,i000554,i000909"
u001081,"i000909,i000481,i001952,i001069,i001663,i000521,i000661,i001455,i000324,i001922"
u001082,"i000481,i001069,i001952,i000661,i001663,i000521,i000909,i001445,i000342,i001038"
u001084,"i000481,i001952,i001069,i001663,i000909,i001038,i000661,i000207,i001002,i000521"
u001087,"i000661,i000481,i001952,i001069,i000521,i001038,i001663,i000646,i000909,i001445"
u001090,"i001906,i001069,i001508,i001753,i001922,i001663,i000325,i000518,i000947,i000301"
u001092,"i000481,i001240,i001922,i001445,i000695,i001688,i001455,i001914,i001949,i001663"
u001103,"i001753,i001069,i000481,i001952,i001508,i001906,i000909,i000518,i000661,i001455"
u001105,"i001069,i000481,i001952,i000909,i000521,i000947,i000661,i001663,i000342,i001038"
u001110,"i000909,i000481,i001069,i001952,i000521,i000342,i000661,i001038,i001663,i000207"
u001112,"i001069,i000909,i000324,i000110,i000481,i000555,i001952,i000947,i001455,i000931"
u001120,"i000909,i000481,i001069,i000521,i001952,i000324,i000342,i001663,i000555,i001922"
u001124,"i001455,i001673,i001710,i001445,i001952,i000554,i000481,i000909,i000805,i001069"
u001130,"i000554,i001069,i000481,i000909,i001952,i000521,i000947,i001455,i001143,i001949"
u001131,"i001069,i000481,i000909,i001952,i000661,i000521,i001663,i001922,i001455,i000555"
u001142,"i000282,i001151,i001515,i000360,i001922,i000324,i001320,i001026,i001682,i002056"
u001144,"i001069,i000481,i000909,i001952,i001922,i000661,i001663,i000324,i000555,i001455"
u001148,"i000481,i001069,i000909,i001952,i000521,i001663,i000947,i000342,i000661,i000646"
u001151,"i000481,i000521,i000909,i000342,i001952,i001069,i001663,i000555,i000324,i001922"
u001157,"i001069,i000481,i000947,i000909,i001952,i001663,i001267,i000521,i001713,i000570"
u001159,"i000481,i001069,i000521,i000947,i000909,i001952,i000661,i000342,i001663,i000619"
u001165,"i001753,i001508,i000481,i000518,i001906,i000909,i000521,i001663,i000325,i000342"
u001167,"i001069,i000481,i000909,i001952,i001663,i000521,i000342,i000661,i000554,i000947"
u001170,"i000554,i000481,i000909,i000521,i001240,i001753,i001952,i001455,i000342,i001143"
u001172,"i000481,i001069,i000909,i000521,i001952,i000342,i001663,i000324,i000947,i001922"
u001183,"i001069,i000481,i000909,i001952,i001663,i000521,i000342,i000947,i000661,i000554"
u001184,"i000481,i001069,i000909,i001952,i001663,i000521,i000342,i000661,i000554,i001922"
u001198,"i001922,i001240,i001335,i001682,i002009,i001191,i001143,i000200,i001688,i000554"
u001200,"i000481,i001069,i000909,i001952,i001663,i000521,i000695,i000661,i000342,i000947"
u001212,"i001753,i001069,i000909,i000481,i001952,i001906,i001663,i000521,i001508,i001455"
u001231,"i000909,i000555,i001922,i000481,i000324,i001952,i001151,i000521,i000898,i001069"
u001233,"i001922,i000282,i000324,i000481,i001673,i001151,i001952,i000555,i001682,i001069"
u001239,"i001069,i001038,i000481,i001952,i000909,i000661,i001663,i000931,i000646,i000947"
u001251,"i000661,i000481,i001952,i001046,i001445,i001663,i000521,i001069,i000646,i001038"
u001257,"i001143,i000554,i000481,i001710,i000832,i001455,i000956,i001191,i000521,i001445"
u001259,"i001069,i000481,i000909,i001952,i001663,i000521,i000661,i000947,i001455,i000342"
u001262,"i000481,i000909,i001455,i001922,i001069,i000695,i001663,i001952,i001445,i000554"
u001269,"i000481,i001069,i000909,i001952,i000661,i000695,i001663,i001455,i001922,i000521"
u001277,"i000481,i000909,i001952,i001069,i001663,i001038,i000661,i001478,i000521,i000207"
u001278,"i001069,i001952,i000481,i000909,i001663,i000661,i001038,i001445,i000646,i001455"
u001285,"i001069,i000481,i000909,i001952,i000521,i001663,i000342,i000947,i000324,i000661"
u001288,"i001069,i000251,i000481,i000909,i001455,i001952,i000931,i000554,i001914,i000661"
u001293,"i000481,i001455,i001673,i001069,i001952,i000661,i001710,i001445,i000909,i000554"
u001297,"i000646,i000481,i001952,i001069,i000661,i001663,i000909,i001038,i001445,i001455"
u001298,"i001069,i000481,i001952,i000947,i000521,i000661,i000909,i000342,i000619,i001267"
u001309,"i000646,i000481,i001663,i001069,i001952,i000909,i000521,i001038,i000342,i000661"
u001310,"i001445,i000909,i000481,i001952,i001069,i000661,i001455,i001949,i001673,i001663"
u001312,"i000481,i001069,i000909,i001952,i000521,i000661,i000342,i001663,i000947,i001038"
u001316,"i000481,i001069,i001952,i000909,i001663,i000521,i000661,i000342,i000646,i000554"
u001317,"i001069,i000481,i001663,i001952,i000947,i000909,i000646,i000521,i001713,i001038"
u001318,"i000481,i000909,i001922,i000324,i000521,i000555,i001240,i000695,i000342,i000554"
u001326,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000342,i000661,i000207"
u001329,"i000909,i000481,i001069,i001952,i000661,i000521,i001663,i001038,i001445,i000342"
u001335,"i001069,i000909,i000481,i001952,i000931,i001663,i001455,i000661,i000554,i000646"
u001336,"i001952,i000481,i000661,i001069,i000909,i001455,i001038,i001663,i000521,i001710"
u001339,"i001663,i000481,i001069,i000324,i000909,i001952,i000521,i000646,i000342,i000555"
u001340,"i001069,i000481,i001713,i000909,i002132,i001663,i001952,i001038,i000947,i000661"
u001344,"i000481,i001069,i001952,i000909,i000661,i001455,i001673,i001445,i001663,i000521"
u001358,"i001069,i000481,i000909,i001952,i001663,i000661,i000521,i000947,i000554,i001455"
u001366,"i000481,i001069,i000909,i001952,i001663,i000661,i001455,i001445,i001922,i000521"
u001368,"i000481,i000909,i001069,i001952,i001455,i001663,i001445,i001922,i000554,i000661"
u001377,"i000909,i001069,i000481,i001952,i000661,i000521,i000324,i000342,i000947,i001445"
u001384,"i000481,i000909,i000661,i001952,i001663,i000342,i001069,i000521,i001478,i001038"
u001391,"i000481,i001663,i001478,i001069,i001038,i001952,i000342,i000207,i000646,i000909"
u001395,"i000481,i001069,i000909,i001753,i001952,i001663,i000695,i000661,i001455,i000521"
u001405,"i000909,i000481,i000521,i000342,i000324,i001069,i000555,i001038,i001952,i000661"
u001419,"i001240,i001922,i001191,i000695,i000554,i001049,i000058,i000754,i001688,i001949"
u001424,"i000481,i001445,i001240,i001455,i000695,i001949,i001688,i001069,i001922,i001663"
u001425,"i000909,i000481,i000521,i001922,i000324,i000342,i000555,i001952,i001069,i000661"
u001429,"i000481,i001038,i000909,i001952,i000661,i001069,i000521,i001663,i000342,i000207"
u001437,"i000481,i001663,i001069,i000521,i001952,i000909,i000646,i000342,i001038,i000661"
u001441,"i000481,i001922,i001240,i000909,i000521,i001688,i000695,i000554,i001049,i000342"
u001444,"i001922,i001335,i002009,i001682,i001595,i000200,i002056,i000282,i000006,i001151"
u001446,"i001922,i001682,i002009,i001240,i001801,i001335,i001049,i001688,i000695,i002056"
u001452,"i000324,i000555,i000898,i000110,i000909,i000327,i000481,i000554,i000521,i001952"
u001454,"i001069,i000481,i000909,i001952,i001663,i000521,i000661,i000342,i000947,i000554"
u001463,"i001069,i000481,i000909,i001663,i000947,i001952,i000521,i000342,i000207,i000661"
u001471,"i000695,i001049,i001688,i001584,i000058,i001240,i001922,i001462,i000401,i000754"
u001481,"i000909,i000481,i001922,i000324,i000555,i000521,i001240,i000342,i001151,i000554"
u001483,"i000481,i001922,i001240,i000695,i001049,i001688,i001584,i000521,i000360,i000909"
u001487,"i000481,i001069,i000909,i001952,i000521,i001663,i000342,i000947,i000661,i000646"
u001495,"i000521,i000646,i000481,i001663,i001069,i001952,i000342,i000661,i000909,i000947"
u001496,"i001069,i000481,i001952,i000909,i001663,i000521,i000661,i000342,i001922,i001445"
u001499,"i001069,i000481,i001952,i000909,i000947,i000661,i000521,i001663,i001445,i000342"
u001501,"i001478,i000481,i000909,i001952,i001069,i001038,i001663,i000661,i000646,i001445"
u001504,"i000481,i000695,i001922,i000909,i001455,i000324,i001673,i001952,i001663,i001240"
u001510,"i000481,i001445,i001455,i001922,i000695,i001663,i001952,i001240,i001069,i000661"
u001531,"i000324,i001753,i000909,i000481,i000555,i001069,i001952,i000521,i000325,i001508"
u001532,"i000909,i001069,i000481,i001952,i001455,i001922,i000324,i001673,i000555,i000661"
u001535,"i001240,i001922,i000695,i001191,i001049,i000554,i000058,i001949,i001688,i001584"
u001537,"i000481,i000909,i000695,i001069,i001663,i001952,i001240,i001049,i001688,i000521"
u001544,"i000661,i001952,i000481,i000270,i000521,i000909,i001663,i000646,i001069,i001445"
u001549,"i000481,i001069,i000909,i000521,i001952,i000342,i001663,i000947,i000661,i001038"
u001550,"i000481,i001952,i001663,i001038,i001478,i000661,i000646,i001069,i002132,i001046"
u001554,"i001240,i000909,i000481,i000521,i000695,i001922,i000342,i001688,i000058,i001049"
u001557,"i001478,i000481,i001952,i000661,i001046,i001663,i001445,i001069,i000909,i001038"
